1.15593	0.13253
0.54228	0.13138
2.26073	0.14837
0.43300	0.18079
0.70291	0.21308
0.51962	0.20923
1.14932	0.21763
0.81100	0.25868
0.89616	0.17843
1.08322	0.13704
1.34085	0.16265
1.24282	0.14638
0.51495	0.24924
1.16565	0.12026
1.71078	0.21762
1.22278	0.16841
1.33793	0.18425
0.99562	0.19896
1.16122	0.22333
1.29335	0.09818
1.66510	0.20396
0.80680	0.15916
1.27591	0.25257
1.15473	0.14222
0.79722	0.20176
1.04405	0.23248
0.81951	0.17306
0.99329	0.18352
0.72129	0.17936
1.23956	0.19348
0.77379	0.18409
0.83243	0.20060
0.79620	0.23094
0.86293	0.18446
0.88196	0.26258
0.82966	0.28644
1.20566	0.12184
1.19355	0.17083
1.27251	0.32711
0.80385	0.23978
2.76610	0.16409
0.60851	0.25318
0.91244	0.20428
0.83734	0.18289
0.46121	0.21192
1.37657	0.18359
1.39583	0.21419
0.85191	0.14713
1.09844	0.17643
0.96972	0.19082
0.96542	0.17466
0.94052	0.30754
1.03196	0.20105
1.15702	0.13884
0.52598	0.16618
0.50538	0.16322
1.44083	0.15333
0.65858	0.19027
0.66691	0.20566
0.84140	0.26061
0.80621	0.17844
0.67397	0.24023
0.93320	0.15870
1.06389	0.21711
1.01840	0.21238
0.82964	0.25194
0.86763	0.24335
0.55111	0.25544
0.93873	0.15983
0.85093	0.22370
0.91499	0.25655
0.73744	0.20615
1.52243	0.10862
0.96090	0.14832
1.56825	0.14322
0.91403	0.28447
0.75769	0.29136
0.73056	0.20526
1.46070	0.17728
0.76264	0.24160
1.63198	0.22103
1.45942	0.18106
0.86599	0.19748
0.72116	0.16683
0.69028	0.21108
0.69191	0.17218
1.28524	0.18418
0.56176	0.27064
1.53743	0.19895
1.35759	0.13648
1.63510	0.19938
0.44457	0.29368
0.74103	0.18801
0.93897	0.18106
0.95251	0.20663
0.62991	0.15600
1.03885	0.22170
0.91179	0.26342
0.78319	0.12740
0.80828	0.20761
1.40811	0.16843
0.48815	0.19822
1.36821	0.16910
0.69278	0.20282
0.42389	0.15544
1.20229	0.18147
1.13523	0.18953
1.10110	0.24957
1.13083	0.17343
0.88995	0.17465
1.76728	0.12400
0.75637	0.16071
0.76213	0.16178
0.86584	0.26256
1.11474	0.21235
0.58631	0.22095
0.58391	0.19945
1.01198	0.21542
0.75986	0.16341
1.31331	0.14637
1.90016	0.15862
0.99649	0.14692
1.18208	0.23725
0.86772	0.14822
0.56470	0.28235
0.64720	0.22816
0.96674	0.16086
0.95863	0.15129
1.19907	0.27377
1.00349	0.21778
1.71518	0.23963
1.14570	0.28422
0.99577	0.17865
1.19459	0.21072
1.36591	0.24048
0.89146	0.23031
1.06190	0.22631
0.96069	0.26474
2.04672	0.18065
1.16722	0.19553
1.13119	0.30761
0.77101	0.20176
1.07008	0.17626
0.98538	0.20105
0.62862	0.19250
0.68932	0.17305
0.76527	0.30041
1.32940	0.14560
0.50722	0.18031
0.96104	0.21528
1.69696	0.13090
0.78180	0.17086
0.30259	0.30667
1.45712	0.18202
1.16771	0.18311
0.77600	0.24157
0.67210	0.19024
0.77828	0.19613
0.60866	0.17819
0.54389	0.22274
2.12524	0.18543
1.71197	0.09983
1.10382	0.23905
0.81612	0.25144
0.78677	0.22026
0.99496	0.17249
1.02800	0.21503
1.35041	0.13503
0.51069	0.26567
0.86849	0.15621
1.65903	0.16217
0.56295	0.21676
0.71643	0.14029
0.69631	0.22649
1.70341	0.14691
0.84778	0.15950
1.15715	0.24068
0.80522	0.26642
1.28597	0.14258
1.40287	0.16501
0.94701	0.15585
1.24521	0.26070
0.92903	0.19000
1.01221	0.22403
0.61033	0.20468
0.59509	0.20577
0.51381	0.23498
0.97573	0.22458
0.34938	0.27588
1.79231	0.22404
2.79089	0.18100
1.26072	0.10622
1.05951	0.23720
0.75076	0.24164
1.12245	0.12916
0.77886	0.22429
0.91019	0.14163
1.57927	0.15268
0.79057	0.24024
0.84726	0.12289
2.43363	0.08865
0.88988	0.17015
1.68273	0.17228
1.02965	0.17789
1.44103	0.09885
1.15438	0.19663
1.59170	0.21308
0.80953	0.23785
0.86374	0.23949
0.87248	0.14284
2.00265	0.18200
1.37160	0.11721
1.08357	0.19548
1.02413	0.20751
1.26332	0.22406
1.35023	0.32477
0.81137	0.18897
0.86647	0.23840
1.14983	0.15642
1.37078	0.18398
1.25912	0.24960
0.71360	0.21311
0.87728	0.17246
1.02321	0.22836
0.80703	0.18591
1.32541	0.14354
0.75962	0.22517
0.74644	0.17246
0.64447	0.19066
0.78568	0.16480
2.39537	0.15939
0.87727	0.18383
1.24376	0.23856
1.04821	0.19733
1.18138	0.20564
1.00366	0.25271
0.99313	0.20985
1.29146	0.17303
0.96393	0.13223
0.92018	0.24165
1.96438	0.21341
0.65525	0.22008
1.06110	0.24708
0.47410	0.17134
0.83852	0.28661
1.49434	0.23902
1.06911	0.16838
1.04006	0.17513
0.46811	0.18636
0.56103	0.26577
1.37126	0.22934
0.84588	0.20528
0.82745	0.18610
0.48862	0.27471
0.73290	0.29811
1.43933	0.20954
0.85994	0.16857
0.77940	0.18174
0.91987	0.21992
1.04659	0.21496
1.93345	0.18008
0.87148	0.18628
1.15646	0.21818
0.99664	0.22282
0.49595	0.15356
0.59182	0.16918
0.73608	0.24361
0.69779	0.23032
1.42592	0.24865
0.60985	0.19792
1.61222	0.22142
1.49960	0.17592
1.09851	0.22682
1.48339	0.19315
0.83596	0.30678
0.64401	0.28488
1.14187	0.17774
1.01101	0.16136
0.76721	0.24859
0.79143	0.22707
1.02848	0.20157
0.97088	0.25786
1.05428	0.18308
0.87199	0.16610
0.96025	0.21209
0.98885	0.21564
1.90200	0.17416
0.90025	0.20229
0.70285	0.19037
0.86454	0.19309
1.96514	0.23353
0.79792	0.17755
0.72601	0.20929
0.51983	0.25658
1.60755	0.13521
0.91411	0.25582
0.46696	0.18702
0.77040	0.15888
0.97122	0.30237
0.97957	0.13084
2.00450	0.25101
0.52904	0.23100
1.06455	0.09839
1.74934	0.18702
1.01585	0.17741
0.62377	0.21200
1.28510	0.27417
0.82006	0.20795
0.23049	0.25273
1.41765	0.22981
1.97379	0.19884
0.77716	0.23438
1.13858	0.18150
0.92722	0.23791
0.82991	0.20150
0.79336	0.20699
0.94873	0.23050
0.90066	0.13758
1.37951	0.17798
0.82708	0.18964
1.23399	0.18672
0.67610	0.21027
1.30330	0.20741
0.92756	0.16082
1.40840	0.12004
1.28191	0.14913
1.16558	0.16118
0.71290	0.22928
0.76722	0.24291
0.67109	0.17147
2.43539	0.20442
0.35119	0.20710
1.39356	0.16362
0.73947	0.28299
1.32028	0.13942
1.32807	0.13802
1.04450	0.18132
1.60552	0.23203
1.07392	0.16295
0.54561	0.21247
1.01914	0.13031
1.16089	0.21502
1.01799	0.15081
0.88383	0.21925
0.81383	0.18306
1.16838	0.24967
0.71575	0.27245
0.81846	0.20450
1.00706	0.17677
0.60505	0.18922
1.27187	0.14590
1.77756	0.25253
1.19190	0.28902
0.79892	0.23272
1.62440	0.21391
0.95327	0.21210
1.09677	0.22137
1.00728	0.24963
0.92797	0.21413
1.00165	0.19476
1.29336	0.21695
